idade,genero,pcd,ufOndeMora,cargoAtual,nivel,tempoDeExperienciaemDados,tempodeExperienciaEmTi
34,Feminino,Não,SP,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
47,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
41,Masculino,Não,SC,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,RS,Analista de Negócios/Business Analyst,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,PR,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Mais de 10 anos,de 1 a 2 anos
32,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 3 a 4 anos,de 7 a 10 anos
29,Masculino,Não,BA,Analista de Suporte/Analista Técnico,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Feminino,Não,RS,,,de 5 a 6 anos,de 3 a 4 anos
31,Masculino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Feminino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,RJ,Analista de Negócios/Business Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,ES,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Menos de 1 ano
37,Feminino,Não,SC,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,de 3 a 4 anos
37,Masculino,Não,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,de 3 a 4 anos
28,Masculino,Não,CE,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SC,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos
41,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,de 1 a 2 anos
29,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Feminino,Não,PE,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,MG,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,SP,,,de 5 a 6 anos,de 1 a 2 anos
28,Masculino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Feminino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Menos de 1 ano
26,Masculino,Não,SP,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,de 1 a 2 anos
38,Masculino,Não,AL,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de 1 a 2 anos,Mais de 10 anos
29,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,RJ,Outra Opção,Pleno,Não tenho experiência na área de dados,de 3 a 4 anos
27,Prefiro não informar,Prefiro não informar,SP,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Menos de 1 ano
27,Masculino,Não,RJ,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
20,Masculino,Não,SP,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos
27,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Menos de 1 ano
25,Masculino,Não,RS,Analista de Negócios/Business Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,de 3 a 4 anos
23,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,RS,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
20,Masculino,Não,ES,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Menos de 1 ano
29,Masculino,Não,MG,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
41,Masculino,Sim,PR,Analytics Engineer,Sênior,de 5 a 6 anos,de 3 a 4 anos
20,Masculino,Não,SP,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,SP,Analista de Negócios/Business Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
36,Masculino,Não,SE,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,SC,Analytics Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Sênior,de 7 a 10 anos,de 7 a 10 anos
26,Masculino,Não,CE,Analista de Dados/Data Analyst,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,MG,Outra Opção,Sênior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 1 a 2 anos
34,Feminino,Não,CE,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,RJ,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,SP,Analista de BI/BI Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,RS,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31,Feminino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 3 a 4 anos
30,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
20,Masculino,Não,RJ,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,MG,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,RJ,,,de 5 a 6 anos,de 1 a 2 anos
25,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23,Masculino,Não,PR,Analista de BI/BI Analyst,Pleno,Menos de 1 ano,de 1 a 2 anos
20,Masculino,Não,SP,Outra Opção,Júnior,de 1 a 2 anos,Menos de 1 ano
23,Masculino,Não,CE,,,de 3 a 4 anos,de 5 a 6 anos
37,Masculino,Não,RJ,,,de 1 a 2 anos,de 7 a 10 anos
18,Masculino,Não,MA,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,TO,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 1 a 2 anos
27,Masculino,Não,MG,Outra Opção,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,RJ,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
45,Masculino,Não,RS,Analista de Dados/Data Analyst,Pleno,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Mais de 10 anos,de 3 a 4 anos
41,Masculino,Não,GO,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,RS,,,Mais de 10 anos,Mais de 10 anos
24,Masculino,Não,BA,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,RS,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Feminino,Sim,CE,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,SP,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Feminino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Menos de 1 ano
34,Masculino,Não,RS,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 1 a 2 anos
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,DF,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,de 1 a 2 anos
37,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,de 1 a 2 anos
27,Masculino,Não,RS,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,RS,Analista de Negócios/Business Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano
23,Feminino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,de 3 a 4 anos
33,Masculino,Não,MG,,,de 5 a 6 anos,de 3 a 4 anos
32,Masculino,Não,RS,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,de 1 a 2 anos
27,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,GO,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,de 7 a 10 anos
51,Masculino,Sim,SP,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,de 3 a 4 anos
32,Masculino,Não,PE,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,de 1 a 2 anos
31,Masculino,Não,PE,,,de 7 a 10 anos,de 1 a 2 anos
30,Masculino,Não,SP,Outra Opção,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,de 3 a 4 anos
29,Feminino,Não,RS,Outra Opção,Sênior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,CE,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,SP,Arquiteto de Dados/Data Architect,Sênior,de 5 a 6 anos,de 3 a 4 anos
32,Masculino,Não,SP,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,PR,Analista de BI/BI Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Analista de Negócios/Business Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Feminino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
44,Feminino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
32,Masculino,Não,RS,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 3 a 4 anos
32,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,RJ,,,Mais de 10 anos,de 1 a 2 anos
45,Masculino,Não,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos
38,Masculino,Não,PR,,,de 7 a 10 anos,de 7 a 10 anos
32,Masculino,Não,SC,Analytics Engineer,Júnior,Menos de 1 ano,Menos de 1 ano
34,Feminino,Não,RJ,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
43,Masculino,Não,PE,,,de 3 a 4 anos,Mais de 10 anos
21,Feminino,Não,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,Não tenho experiência na área de dados,de 1 a 2 anos
33,Feminino,Não,MG,Analista de Dados/Data Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Masculino,Não,SP,Analytics Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,RS,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Feminino,Não,CE,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,PR,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
35,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 1 a 2 anos
37,Feminino,Não,SP,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos
45,Masculino,Não,SP,,,de 3 a 4 anos,Mais de 10 anos
29,Feminino,Não,GO,,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Feminino,Não,PR,,,de 7 a 10 anos,Mais de 10 anos
29,Feminino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Menos de 1 ano
36,Feminino,Não,MG,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
48,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
26,Masculino,Não,PR,Analytics Engineer,Sênior,de 3 a 4 anos,de 1 a 2 anos
32,Masculino,Não,MG,,,de 3 a 4 anos,Mais de 10 anos
25,Masculino,Não,SP,Outra Opção,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,PR,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 5 a 6 anos
27,Masculino,Não,RJ,Outra Opção,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Prefiro não informar,BA,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,de 1 a 2 anos
24,Masculino,Não,SP,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
36,Masculino,Não,RS,Analista de Negócios/Business Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,RJ,Professor/Pesquisador,Pleno,de 5 a 6 anos,Menos de 1 ano
24,Masculino,Não,MG,Analista de Negócios/Business Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,CE,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,Menos de 1 ano
32,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Masculino,Não,SP,Professor/Pesquisador,Pleno,de 1 a 2 anos,de 5 a 6 anos
47,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,RS,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Menos de 1 ano
31,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24,Feminino,Não,SP,,,de 1 a 2 anos,Menos de 1 ano
34,Masculino,Não,RJ,Outra Opção,Júnior,de 1 a 2 anos,de 1 a 2 anos
45,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,de 3 a 4 anos
27,Masculino,Não,PR,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Menos de 1 ano
31,Feminino,Não,SP,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37,Feminino,Não,SP,,,de 7 a 10 anos,Menos de 1 ano
31,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,MG,Cientista de Dados/Data Scientist,Júnior,de 1 a 2 anos,de 1 a 2 anos
33,Feminino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,MA,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Feminino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Masculino,Não,MG,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,de 1 a 2 anos
37,Feminino,Sim,RS,Cientista de Dados/Data Scientist,Pleno,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Masculino,Não,MG,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40,Masculino,Não,,,,de 7 a 10 anos,Menos de 1 ano
22,Feminino,Não,RJ,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
42,Masculino,Não,RS,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,PR,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
53,Masculino,Não,RS,,,de 3 a 4 anos,Mais de 10 anos
28,Feminino,Não,MG,Analytics Engineer,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Masculino,Não,PR,,,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Masculino,Não,PR,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,de 1 a 2 anos
33,Masculino,Não,MT,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,de 1 a 2 anos
40,Masculino,Não,SP,,,Mais de 10 anos,Mais de 10 anos
45,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,de 3 a 4 anos
37,Masculino,Não,SP,,,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38,Masculino,Não,SP,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
22,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28,Feminino,Não,SP,Analista de BI/BI Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,MG,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Menos de 1 ano
23,Masculino,Não,RS,Analista de BI/BI Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Menos de 1 ano
36,Masculino,Não,MG,,,Mais de 10 anos,de 5 a 6 anos
31,Masculino,Não,CE,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 7 a 10 anos,de 1 a 2 anos
32,Masculino,Não,PR,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27,Masculino,Não,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 3 a 4 anos,de 1 a 2 anos
36,Masculino,Não,SP,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25,Masculino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,Menos de 1 ano
29,Masculino,Não,SC,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32,Masculino,Não,PR,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Feminino,Não,SP,Professor/Pesquisador,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33,Feminino,Não,SP,Analista de Negócios/Business Analyst,Pleno,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,RJ,Cientista de Dados/Data Scientist,Sênior,de 5 a 6 anos,de 3 a 4 anos
28,Masculino,Não,SP,Analista de Negócios/Business Analyst,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29,Feminino,Não,SP,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,de 3 a 4 anos
31,Masculino,Não,MG,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 3 a 4 anos
32,Masculino,Não,MT,,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34,Masculino,Não,SP,,,de 5 a 6 anos,de 7 a 10 anos
23,Masculino,Não,SP,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30,Masculino,Não,SP,Cientista de Dados/Data Scientist,Sênior,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36,Feminino,Não,MG,Cientista de Dados/Data Scientist,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
